Registro_HR;ID_Empleado;Fecha_de_Nacimiento;ID_Salida_Renuncia_a_fin_de_año;ID_Tipo_de_trabajo_por_viaje;ID_Área_de_trabajo;Distancia_del_hogar_al_trabajo_millas;ID Nivel_de_Educación;ID_Campo_Educativo;ID_Participación_en_el_trabajo;ID_Puesto;ID_Satisfacción_laboral;Salario_Mensual;N_de_empresas_en_las_que_trabajo;ID_Horas_extra;ID_Calificación_de_rendimiento;Total_de_años_de_trabajo;N_capacitaciones_que_recibió_el_año_pasado;ID_Balance_Vida_Trabajo;Fecha_de_contrato;Años_en_la_empresa;Años_en_el_puesto_actual;Años_desde_el_ultimo_ascenso;Años_con_el_gerente_actual
166;226;jueves, 1 de junio de 1972;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;11;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;GERENTE INVESTIGACION Y DESARROLLO;MEDIA;19926;3;SI;EXCELENTE;21;5;MUY BUENO;miércoles, 1 de febrero de 2017;5;4;4;4
221;304;martes, 30 de diciembre de 1986;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;5;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;MEDIA;5914;8;SI;EXCELENTE;16;3;EXCELENTE;sábado, 12 de septiembre de 2009;13;11;3;7
258;352;miércoles, 9 de junio de 1982;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;UNIVERSITARIO;MEDICO;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;ALTA;19436;0;SI;EXCELENTE;22;5;MUY BUENO;martes, 22 de mayo de 2001;21;7;3;9
269;372;lunes, 14 de noviembre de 1977;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;20;UNIVERSITARIO;MEDICO;ALTA;REPRESENTANTE DE ATENCION MEDICA;MUY ALTA;13496;0;NO;EXCELENTE;21;2;MUY BUENO;miércoles, 17 de julio de 2002;20;7;4;10
270;373;lunes, 24 de noviembre de 1986;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;6;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;MUY ALTA;3210;0;SI;EXCELENTE;16;4;MUY BUENO;jueves, 6 de septiembre de 2007;15;13;10;11
271;374;domingo, 18 de junio de 1967;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;LICENCIATURA;MEDICO;ALTA;GERENTE INVESTIGACION Y DESARROLLO;BAJA;19045;0;NO;EXCELENTE;37;2;MUY BUENO;jueves, 10 de julio de 1986;36;10;4;13
292;397;viernes, 13 de junio de 1986;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;LICENCIATURA;TITULO TECNICO;ALTA;CIENTIFICO DE INVESTIGACION;MEDIA;4485;4;SI;EXCELENTE;10;2;MUY BUENO;viernes, 21 de marzo de 2014;8;0;7;7
335;452;jueves, 6 de octubre de 1977;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;8;MAESTRIA;OTRO;ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;3697;9;SI;EXCELENTE;12;3;MUY BUENO;jueves, 3 de mayo de 2012;10;9;9;8
412;549;jueves, 14 de junio de 1962;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;GERENTE INVESTIGACION Y DESARROLLO;BAJA;19566;5;SI;EXCELENTE;33;5;MALO;sábado, 13 de marzo de 1993;29;8;11;10
436;582;miércoles, 27 de diciembre de 1989;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;15;POR DEBAJO DE LA UNIVERSIDAD;MEDICO;ALTA;GERENTE INVESTIGACION Y DESARROLLO;ALTA;13610;7;NO;EXCELENTE;15;2;EXCELENTE;martes, 10 de febrero de 2015;7;6;7;7
449;601;jueves, 1 de abril de 1982;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;6;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;DIRECTOR DE MANUFACTURA;ALTA;13237;7;SI;EXCELENTE;22;3;MUY BUENO;lunes, 30 de diciembre de 2002;20;6;5;13
469;630;miércoles, 18 de marzo de 1970;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;6;UNIVERSITARIO;TITULO TECNICO;ALTA;CIENTIFICO DE INVESTIGACION;BAJA;5577;3;NO;EXCELENTE;18;3;MUY BUENO;sábado, 5 de mayo de 2012;10;9;6;9
473;635;sábado, 12 de octubre de 1985;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;DIRECTOR DE MANUFACTURA;MEDIA;6447;6;SI;EXCELENTE;8;2;BUENO;sábado, 10 de septiembre de 2016;6;5;4;3
532;727;lunes, 17 de diciembre de 1990;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;MUY ALTA;11159;3;SI;EXCELENTE;10;6;MUY BUENO;domingo, 20 de diciembre de 2015;7;7;7;7
550;757;viernes, 8 de enero de 1988;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;8;UNIVERSITARIO;MEDICO;ALTA;REPRESENTANTE DE ATENCION MEDICA;ALTA;6142;3;SI;EXCELENTE;10;2;MUY BUENO;martes, 11 de abril de 2017;5;1;4;3
578;802;domingo, 9 de junio de 1985;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;10;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;BAJA;2782;0;NO;EXCELENTE;6;3;BUENO;domingo, 3 de diciembre de 2017;5;3;4;3
591;817;miércoles, 30 de agosto de 1989;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;LICENCIATURA;MEDICO;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;ALTA;11691;0;SI;EXCELENTE;14;3;EXCELENTE;lunes, 11 de mayo de 2009;13;9;3;7
596;825;jueves, 23 de julio de 1964;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;MEDIA;19246;7;NO;EXCELENTE;40;2;MUY BUENO;domingo, 8 de septiembre de 1991;31;15;13;8
650;901;miércoles, 5 de noviembre de 1969;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;23;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;MUY ALTA;14275;6;SI;EXCELENTE;33;0;MUY BUENO;viernes, 8 de enero de 2010;12;9;3;8
665;924;viernes, 11 de julio de 1986;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;14;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;ALTA;REPRESENTANTE DE ATENCION MEDICA;MUY ALTA;6586;0;NO;EXCELENTE;17;2;BUENO;sábado, 2 de diciembre de 2006;16;8;4;11
687;957;martes, 6 de octubre de 1981;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;6;LICENCIATURA;MEDICO;ALTA;TECNICO DE LABORATORIO;BAJA;4721;2;NO;EXCELENTE;20;3;MUY BUENO;viernes, 6 de agosto de 2004;18;13;2;17
688;958;jueves, 3 de julio de 1986;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;MAESTRIA;MEDICO;ALTA;TECNICO DE LABORATORIO;ALTA;2519;4;SI;SOBRESALIENTE;16;6;MUY BUENO;miércoles, 12 de enero de 2011;11;8;3;9
691;961;jueves, 18 de julio de 1991;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;12;LICENCIATURA;MEDICO;ALTA;REPRESENTANTE DE ATENCION MEDICA;MUY ALTA;5855;0;NO;EXCELENTE;10;2;MALO;miércoles, 30 de octubre de 2013;9;7;8;5
700;976;miércoles, 14 de octubre de 1970;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;GERENTE INVESTIGACION Y DESARROLLO;MUY ALTA;17099;2;SI;EXCELENTE;26;2;BUENO;jueves, 11 de abril de 2013;9;8;7;8
767;1061;miércoles, 14 de junio de 1972;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;MAESTRIA;MEDICO;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;ALTA;19237;2;NO;EXCELENTE;29;2;BUENO;jueves, 26 de junio de 2014;8;1;7;7
780;1081;lunes, 31 de mayo de 1971;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;4;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;ALTA;2461;9;NO;EXCELENTE;18;2;EXCELENTE;domingo, 1 de abril de 2012;10;0;2;7
786;1092;lunes, 4 de enero de 1982;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;20;MAESTRIA;TITULO TECNICO;ALTA;REPRESENTANTE DE ATENCION MEDICA;MUY ALTA;10322;4;SI;SOBRESALIENTE;14;6;MUY BUENO;domingo, 17 de abril de 2011;11;10;11;1
800;1109;martes, 14 de octubre de 1980;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;UNIVERSITARIO;MEDICO;ALTA;GERENTE INVESTIGACION Y DESARROLLO;BAJA;17665;0;SI;EXCELENTE;23;3;MUY BUENO;domingo, 21 de mayo de 2000;22;6;13;7
807;1118;jueves, 2 de julio de 1970;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;REPRESENTANTE DE ATENCION MEDICA;MEDIA;10445;7;SI;EXCELENTE;18;4;MUY BUENO;lunes, 28 de abril de 2014;8;6;4;0
859;1201;jueves, 17 de julio de 1969;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;UNIVERSITARIO;MEDICO;ALTA;GERENTE INVESTIGACION Y DESARROLLO;ALTA;18606;3;SI;EXCELENTE;26;6;MUY BUENO;miércoles, 1 de julio de 2015;7;7;4;7
884;1238;lunes, 12 de junio de 1989;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;9;LICENCIATURA;MEDICO;ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;2781;0;SI;EXCELENTE;15;5;MUY BUENO;martes, 20 de mayo de 2008;14;10;4;10
887;1241;sábado, 8 de febrero de 1992;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;LICENCIATURA;MEDICO;ALTA;CIENTIFICO DE INVESTIGACION;MEDIA;3579;0;NO;SOBRESALIENTE;12;2;MUY BUENO;viernes, 28 de octubre de 2011;11;9;5;7
920;1283;miércoles, 7 de agosto de 1963;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;18;MAESTRIA;MEDICO;ALTA;DIRECTOR DE MANUFACTURA;MUY ALTA;10512;6;SI;EXCELENTE;25;6;BUENO;jueves, 28 de noviembre de 2013;9;7;5;4
928;1294;jueves, 3 de abril de 1986;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;DIRECTOR DE MANUFACTURA;MEDIA;5410;9;NO;EXCELENTE;18;2;MUY BUENO;sábado, 19 de agosto de 2006;16;14;5;12
933;1299;sábado, 20 de febrero de 1993;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;LICENCIATURA;TITULO TECNICO;ALTA;TECNICO DE LABORATORIO;ALTA;3339;3;NO;EXCELENTE;10;2;MUY BUENO;miércoles, 11 de marzo de 2015;7;7;7;7
977;1373;miércoles, 16 de noviembre de 1966;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;23;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;DIRECTOR DE MANUFACTURA;MEDIA;13402;4;NO;EXCELENTE;33;0;MUY BUENO;jueves, 22 de mayo de 2003;19;16;15;9
980;1377;martes, 29 de marzo de 1988;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;29;LICENCIATURA;MEDICO;ALTA;TECNICO DE LABORATORIO;ALTA;5429;4;SI;EXCELENTE;10;1;MUY BUENO;miércoles, 8 de enero de 2014;8;7;7;7
1009;1422;sábado, 2 de noviembre de 1968;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;LICENCIATURA;MEDICO;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;MUY ALTA;17328;6;SI;EXCELENTE;29;3;BUENO;jueves, 22 de agosto de 2002;20;7;12;7
1025;1443;sábado, 24 de mayo de 1975;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;MAESTRIA;MEDICO;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;ALTA;17169;3;SI;EXCELENTE;26;2;EXCELENTE;jueves, 22 de agosto de 2002;20;17;5;6
1079;1523;domingo, 5 de noviembre de 1978;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;28;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;BAJA;16328;3;SI;EXCELENTE;24;1;EXCELENTE;miércoles, 23 de enero de 2002;20;6;14;17
1080;1525;domingo, 30 de octubre de 1983;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;6;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;DIRECTOR DE MANUFACTURA;MEDIA;8376;4;SI;EXCELENTE;9;3;MUY BUENO;domingo, 19 de enero de 2020;2;0;2;2
1149;1618;martes, 30 de agosto de 1983;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;10;DOCTORADO;MEDICO;ALTA;DIRECTOR DE MANUFACTURA;BAJA;5377;2;SI;EXCELENTE;10;3;MUY BUENO;miércoles, 4 de febrero de 2015;7;7;7;7
1185;1665;miércoles, 8 de mayo de 1968;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;22;DOCTORADO;MEDICO;ALTA;GERENTE INVESTIGACION Y DESARROLLO;ALTA;17426;3;SI;SOBRESALIENTE;36;6;MUY BUENO;martes, 10 de abril de 2012;10;8;4;7
1278;1789;domingo, 22 de febrero de 1976;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;MAESTRIA;MEDICO;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;MUY ALTA;19328;7;NO;EXCELENTE;24;3;MUY BUENO;jueves, 16 de abril de 2020;2;1;2;2
1279;1790;viernes, 12 de septiembre de 1986;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;10;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;REPRESENTANTE DE ATENCION MEDICA;BAJA;8321;7;NO;EXCELENTE;15;1;MUY BUENO;domingo, 11 de abril de 2010;12;8;5;7
1285;1800;domingo, 27 de marzo de 1983;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;10;POR DEBAJO DE LA UNIVERSIDAD;MEDICO;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;ALTA;13464;7;SI;SOBRESALIENTE;9;3;MUY BUENO;miércoles, 23 de mayo de 2018;4;3;2;2
1299;1821;sábado, 20 de marzo de 1976;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;21;UNIVERSITARIO;MEDICO;ALTA;REPRESENTANTE DE ATENCION MEDICA;MEDIA;8926;4;SI;SOBRESALIENTE;13;2;EXCELENTE;miércoles, 6 de febrero de 2013;9;7;3;7
1305;1829;domingo, 19 de diciembre de 1982;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;12;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;REPRESENTANTE DE ATENCION MEDICA;BAJA;4448;2;SI;EXCELENTE;15;3;MUY BUENO;martes, 1 de diciembre de 2015;7;4;7;7
1323;1857;domingo, 24 de octubre de 1976;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;DIRECTOR DE MANUFACTURA;MUY ALTA;8578;3;SI;EXCELENTE;12;4;BUENO;lunes, 6 de mayo de 2013;9;8;4;7
1349;1892;miércoles, 17 de febrero de 1982;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;GERENTE INVESTIGACION Y DESARROLLO;BAJA;16823;2;SI;EXCELENTE;22;3;MUY BUENO;sábado, 15 de noviembre de 2003;19;7;11;16
1358;1911;jueves, 13 de noviembre de 1980;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;6;LICENCIATURA;MEDICO;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;BAJA;13348;9;SI;EXCELENTE;18;3;EXCELENTE;miércoles, 9 de septiembre de 2009;13;7;5;7
1387;1952;viernes, 24 de mayo de 1996;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;LICENCIATURA;MEDICO;ALTA;TECNICO DE LABORATORIO;BAJA;2867;0;SI;EXCELENTE;8;6;BUENO;martes, 10 de marzo de 2015;7;7;7;6
1398;1969;sábado, 18 de mayo de 1968;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;9;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;ALTA;2897;3;SI;EXCELENTE;9;6;BUENO;martes, 6 de noviembre de 2018;4;3;2;3
1415;1993;sábado, 11 de enero de 1975;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;25;LICENCIATURA;MEDICO;ALTA;REPRESENTANTE DE ATENCION MEDICA;ALTA;8633;2;SI;SOBRESALIENTE;25;3;MUY BUENO;domingo, 11 de septiembre de 2005;17;14;12;11
1426;2009;lunes, 17 de julio de 1989;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;15;UNIVERSITARIO;MEDICO;ALTA;REPRESENTANTE DE ATENCION MEDICA;MUY ALTA;4878;0;NO;EXCELENTE;10;6;MUY BUENO;jueves, 7 de febrero de 2013;9;7;8;1
1444;2031;lunes, 21 de enero de 1980;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;GERENTE INVESTIGACION Y DESARROLLO;ALTA;18880;5;SI;EXCELENTE;24;2;BUENO;domingo, 13 de febrero de 2000;22;6;4;14
1445;2032;miércoles, 24 de agosto de 1966;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;UNIVERSITARIO;TITULO TECNICO;ALTA;TECNICO DE LABORATORIO;ALTA;2339;8;SI;EXCELENTE;14;4;MALO;jueves, 10 de mayo de 2012;10;9;9;8
204;281;martes, 5 de octubre de 1982;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;19;UNIVERSITARIO;MEDICO;ALTA;TECNICO DE LABORATORIO;MUY ALTA;2741;8;NO;EXCELENTE;15;2;EXCELENTE;martes, 10 de marzo de 2015;7;2;3;7
318;433;domingo, 10 de mayo de 1970;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;8;MAESTRIA;MEDICO;MEDIA;CIENTIFICO DE INVESTIGACION;MEDIA;4941;2;SI;EXCELENTE;11;3;BUENO;lunes, 24 de marzo de 2014;8;2;7;7
545;746;viernes, 26 de diciembre de 1975;SI;VIAJA FRECUENTEMENTE;VENTAS;3;LICENCIATURA;MEDICO;ALTA;EJECUTIVO DE VENTAS;ALTA;13770;9;NO;EXCELENTE;28;2;BUENO;domingo, 19 de marzo de 2000;22;2;11;13
641;888;sábado, 7 de marzo de 1998;SI;NO VIAJA;INVESTIGACIOÓN Y DESARROLLO;4;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;MEDIA;TECNICO DE LABORATORIO;MUY ALTA;3162;0;SI;EXCELENTE;6;2;BUENO;viernes, 5 de mayo de 2017;5;2;3;4
852;1191;jueves, 24 de marzo de 1966;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;4;MAESTRIA;TITULO TECNICO;ALTA;GERENTE INVESTIGACION Y DESARROLLO;BAJA;19943;4;SI;EXCELENTE;28;2;MUY BUENO;miércoles, 19 de julio de 2017;5;2;4;2
889;1243;lunes, 4 de mayo de 1987;SI;NO VIAJA;VENTAS;8;UNIVERSITARIO;MARKETING;MEDIA;EJECUTIVO DE VENTAS;MUY ALTA;10377;4;NO;EXCELENTE;16;6;BUENO;jueves, 23 de abril de 2009;13;2;4;12
942;1311;martes, 5 de mayo de 1992;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;6;LICENCIATURA;TITULO TECNICO;MEDIA;TECNICO DE LABORATORIO;MUY ALTA;4627;0;SI;EXCELENTE;10;6;MUY BUENO;martes, 17 de septiembre de 2013;9;2;6;7
982;1380;lunes, 9 de febrero de 1987;NO;VIAJA FRECUENTEMENTE;VENTAS;18;MAESTRIA;MARKETING;ALTA;EJECUTIVO DE VENTAS;ALTA;4614;0;NO;EXCELENTE;5;0;BUENO;lunes, 18 de junio de 2018;4;2;3;2
988;1391;miércoles, 31 de marzo de 1971;SI;VIAJA FRECUENTEMENTE;VENTAS;2;LICENCIATURA;MARKETING;ALTA;EJECUTIVO DE VENTAS;MEDIA;10596;2;SI;EXCELENTE;14;5;MUY BUENO;martes, 19 de junio de 2018;4;2;3;2
989;1392;martes, 27 de octubre de 1981;SI;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;22;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;5467;3;NO;EXCELENTE;12;4;BUENO;miércoles, 2 de noviembre de 2016;6;2;3;3
1115;1576;viernes, 30 de agosto de 1974;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;15;MAESTRIA;OTRO;ALTA;CIENTIFICO DE INVESTIGACION;BAJA;2367;8;SI;EXCELENTE;10;3;BUENO;miércoles, 19 de noviembre de 2014;8;2;7;6
1160;1633;sábado, 9 de julio de 1983;SI;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;4;LICENCIATURA;MEDICO;ALTA;DIRECTOR DE MANUFACTURA;ALTA;5042;0;SI;EXCELENTE;10;2;MALO;martes, 12 de marzo de 2013;9;2;3;8
1165;1641;sábado, 27 de marzo de 1982;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;16;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;DIRECTOR DE MANUFACTURA;MUY ALTA;7945;6;NO;EXCELENTE;18;2;BUENO;viernes, 13 de julio de 2018;4;2;3;3
106;140;domingo, 10 de noviembre de 1963;SI;NO VIAJA;RRHH;2;MAESTRIA;RRHH;MEDIA;GERENTE RRHH;MUY ALTA;18844;9;SI;SOBRESALIENTE;30;3;MUY BUENO;viernes, 20 de septiembre de 2019;3;2;2;2
143;193;viernes, 3 de febrero de 1984;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;DOCTORADO;TITULO TECNICO;ALTA;CIENTIFICO DE INVESTIGACION;ALTA;4317;3;NO;SOBRESALIENTE;19;2;MUY BUENO;sábado, 14 de diciembre de 2019;3;2;2;2
499;675;sábado, 15 de abril de 2000;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;6;POR DEBAJO DE LA UNIVERSIDAD;MEDICO;ALTA;CIENTIFICO DE INVESTIGACION;ALTA;2773;0;SI;SOBRESALIENTE;3;3;MUY BUENO;jueves, 19 de marzo de 2020;2;2;2;2
554;763;domingo, 28 de marzo de 1982;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;POR DEBAJO DE LA UNIVERSIDAD;MEDICO;MEDIA;CIENTIFICO DE INVESTIGACION;MUY ALTA;2342;0;NO;SOBRESALIENTE;5;2;BUENO;lunes, 19 de noviembre de 2018;4;2;2;3
631;872;jueves, 2 de noviembre de 2000;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;UNIVERSITARIO;CIENCIAS DE LA VIDA;MEDIA;DIRECTOR DE MANUFACTURA;MUY ALTA;4775;6;SI;SOBRESALIENTE;4;2;MALO;sábado, 18 de enero de 2020;2;2;2;2
670;932;lunes, 26 de diciembre de 1983;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;6;LICENCIATURA;MEDICO;ALTA;TECNICO DE LABORATORIO;BAJA;2404;7;NO;SOBRESALIENTE;8;2;MALO;martes, 21 de abril de 2020;2;2;2;2
799;1108;viernes, 25 de agosto de 1989;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;25;LICENCIATURA;MEDICO;MEDIA;CIENTIFICO DE INVESTIGACION;MEDIA;2313;4;NO;SOBRESALIENTE;5;0;MUY BUENO;jueves, 19 de marzo de 2020;2;2;2;2
868;1215;jueves, 16 de noviembre de 1972;SI;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;2;LICENCIATURA;MEDICO;ALTA;GERENTE INVESTIGACION Y DESARROLLO;BAJA;17856;2;SI;SOBRESALIENTE;32;3;MUY BUENO;domingo, 10 de mayo de 2020;2;2;2;2
1167;1644;miércoles, 26 de junio de 1974;SI;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;4;DOCTORADO;MEDICO;MEDIA;GERENTE INVESTIGACION Y DESARROLLO;MUY ALTA;15202;2;SI;SOBRESALIENTE;23;3;MUY BUENO;viernes, 24 de julio de 2020;2;2;2;2
5;7;lunes, 29 de mayo de 1995;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;POR DEBAJO DE LA UNIVERSIDAD;MEDICO;ALTA;TECNICO DE LABORATORIO;MEDIA;3468;9;SI;EXCELENTE;6;3;MUY BUENO;sábado, 24 de octubre de 2020;2;2;2;2
30;38;domingo, 10 de octubre de 1976;SI;VIAJA RARAMENTE;VENTAS;2;MAESTRIA;MARKETING;ALTA;GERENTE DE EJECUTIVO DE VENTAS;BAJA;18947;3;SI;EXCELENTE;22;2;BUENO;domingo, 25 de octubre de 2020;2;2;2;1
58;75;miércoles, 29 de abril de 1987;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;23;MAESTRIA;MEDICO;ALTA;TECNICO DE LABORATORIO;BAJA;4014;3;NO;EXCELENTE;4;3;MUY BUENO;martes, 21 de abril de 2020;2;2;2;2
132;174;martes, 23 de mayo de 1972;SI;VIAJA FRECUENTEMENTE;VENTAS;12;LICENCIATURA;MARKETING;ALTA;EJECUTIVO DE VENTAS;MUY ALTA;9208;4;SI;EXCELENTE;16;3;MUY BUENO;sábado, 18 de julio de 2020;2;2;2;1
133;175;domingo, 14 de julio de 1991;NO;VIAJA RARAMENTE;VENTAS;20;LICENCIATURA;CIENCIAS DE LA VIDA;BAJA;EJECUTIVO DE VENTAS;ALTA;4559;3;NO;EXCELENTE;4;2;MUY BUENO;sábado, 18 de julio de 2020;2;2;2;2
